call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-021157,CUST-026,2025-03-07,Alder Telecom,Canada,legitimate,legitimate,0.946,legitimate,87,false,v3.0
CALL-021158,CUST-002,2025-04-05,Alder Cloud,Canada,legitimate,legitimate,0.82,legitimate,80,false,v3.0
CALL-021159,CUST-012,2025-07-30,Keystone Telecom,France,spam,spam,0.905,spam,193,true,v3.1
CALL-021160,CUST-084,2025-12-10,Bluepeak Mobile,Germany,robocall,robocall,0.782,robocall,186,true,v3.2
CALL-021161,CUST-002,2025-11-03,Alder Cloud,Canada,spam,spam,0.901,spam,85,true,v3.2
CALL-021162,CUST-083,2025-07-07,Alder Telecom,Canada,legitimate,legitimate,0.873,legitimate,82,false,v3.1
CALL-021163,CUST-001,2025-10-05,Northstar Mobile,United States,legitimate,legitimate,0.926,legitimate,76,false,v3.2
CALL-021164,CUST-045,2025-06-17,multi-carrier,France,legitimate,legitimate,0.868,legitimate,142,false,v3.1
CALL-021165,CUST-022,2025-03-17,Alder Telecom,Canada,legitimate,legitimate,0.941,legitimate,110,false,v3.0
CALL-021166,CUST-077,2025-09-06,Alder Telecom,Australia,robocall,robocall,0.918,robocall,111,true,v3.2
CALL-021167,CUST-017,2025-07-16,Pioneer CX,United States,legitimate,legitimate,0.961,legitimate,70,false,v3.1
CALL-021168,CUST-020,2025-06-06,Summit Telecom,United States,legitimate,legitimate,0.958,legitimate,100,false,v3.1
CALL-021169,CUST-082,2025-12-29,Bluepeak Mobile,United States,spam,spam,0.847,spam,80,true,v3.2
CALL-021170,CUST-005,2025-07-06,Driftwood Voice,United States,legitimate,legitimate,0.992,legitimate,61,false,v3.1
CALL-021171,CUST-006,2025-04-24,Everfield Connect,Ireland,robocall,robocall,0.987,robocall,92,true,v3.0
CALL-021172,CUST-065,2025-04-14,Northstar Mobile,Canada,spam,spam,0.973,spam,77,true,v3.0
CALL-021173,CUST-038,2025-06-12,multi-carrier,Canada,legitimate,legitimate,0.987,legitimate,63,false,v3.1
CALL-021174,CUST-037,2025-02-05,Bluepeak Mobile,Australia,legitimate,legitimate,0.852,legitimate,115,false,v3.0
CALL-021175,CUST-093,2025-04-25,Alder Telecom,Netherlands,robocall,robocall,0.855,robocall,115,true,v3.0
CALL-021176,CUST-046,2025-07-14,Northstar Mobile,Australia,legitimate,legitimate,0.805,legitimate,96,false,v3.1
CALL-021177,CUST-085,2025-12-18,multi-carrier,Australia,spam,spam,0.881,spam,119,true,v3.2
CALL-021178,CUST-084,2025-09-24,Bluepeak Mobile,Germany,legitimate,legitimate,0.904,legitimate,176,false,v3.2
CALL-021179,CUST-001,2025-02-15,Northstar Mobile,United States,legitimate,legitimate,0.938,legitimate,88,false,v3.0
CALL-021180,CUST-042,2025-12-06,Bluepeak Mobile,Germany,legitimate,legitimate,0.821,legitimate,176,false,v3.2
CALL-021181,CUST-049,2025-08-21,Bluepeak Mobile,United States,legitimate,legitimate,0.815,legitimate,93,false,v3.1
CALL-021182,CUST-090,2025-04-15,Northstar Mobile,Spain,legitimate,legitimate,0.955,legitimate,138,false,v3.0
CALL-021183,CUST-082,2025-08-28,Bluepeak Mobile,United States,legitimate,legitimate,0.902,legitimate,73,false,v3.1
CALL-021184,CUST-081,2025-10-30,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.905,legitimate,173,false,v3.2
CALL-021185,CUST-027,2025-03-15,Alder Telecom,Germany,legitimate,legitimate,0.945,legitimate,109,false,v3.0
CALL-021186,CUST-059,2025-04-14,Northstar Mobile,United States,robocall,robocall,0.895,robocall,59,true,v3.0
CALL-021187,CUST-062,2025-03-24,Northstar Mobile,Canada,legitimate,legitimate,0.817,legitimate,93,false,v3.0
CALL-021188,CUST-005,2025-06-21,Driftwood Voice,United States,legitimate,legitimate,0.873,legitimate,94,false,v3.1
CALL-021189,CUST-084,2025-02-28,Bluepeak Mobile,Germany,legitimate,legitimate,0.927,legitimate,96,false,v3.0
CALL-021190,CUST-001,2025-12-01,Northstar Mobile,United States,spam,spam,0.791,spam,72,true,v3.2
CALL-021191,CUST-038,2025-03-11,multi-carrier,Canada,fraud,fraud,0.802,fraud,127,true,v3.0
CALL-021192,CUST-030,2025-09-13,multi-carrier,Spain,legitimate,legitimate,0.807,legitimate,177,false,v3.2
CALL-021193,CUST-040,2025-05-20,Bluepeak Mobile,Canada,legitimate,legitimate,0.833,legitimate,86,false,v3.1
CALL-021194,CUST-025,2025-10-15,Northstar Mobile,United States,legitimate,legitimate,0.871,legitimate,85,false,v3.2
CALL-021195,CUST-018,2025-09-23,Quartz Cloud,Germany,robocall,robocall,0.851,robocall,179,true,v3.2
CALL-021196,CUST-039,2025-03-25,Northstar Mobile,Ireland,legitimate,legitimate,0.92,legitimate,104,false,v3.0
CALL-021197,CUST-051,2025-03-02,Bluepeak Mobile,Ireland,legitimate,legitimate,0.861,legitimate,125,false,v3.0
CALL-021198,CUST-009,2025-04-01,Harbor CX,France,legitimate,legitimate,0.904,legitimate,134,false,v3.0
CALL-021199,CUST-079,2025-07-03,multi-carrier,Canada,legitimate,legitimate,0.955,legitimate,84,false,v3.1
CALL-021200,CUST-067,2025-06-14,Northstar Mobile,Australia,fraud,fraud,0.908,fraud,132,true,v3.1
CALL-021201,CUST-081,2025-10-16,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.987,legitimate,176,false,v3.2
CALL-021202,CUST-062,2025-05-30,Northstar Mobile,Canada,fraud,legitimate,0.745,fraud,83,false,v3.1
CALL-021203,CUST-066,2025-12-14,Northstar Mobile,Germany,legitimate,fraud,0.787,legitimate,167,true,v3.2
CALL-021204,CUST-092,2025-12-20,Alder Telecom,United States,legitimate,legitimate,0.884,legitimate,86,false,v3.2
CALL-021205,CUST-040,2025-01-29,Bluepeak Mobile,Canada,spam,legitimate,0.725,spam,78,false,v3.0
CALL-021206,CUST-077,2025-11-18,Alder Telecom,Australia,legitimate,legitimate,0.837,legitimate,96,false,v3.2
CALL-021207,CUST-003,2025-06-17,Bluepeak Bank,Netherlands,robocall,legitimate,0.692,robocall,111,false,v3.1
CALL-021208,CUST-076,2025-08-22,multi-carrier,Australia,spam,spam,0.921,spam,102,true,v3.1
CALL-021209,CUST-092,2025-10-20,Alder Telecom,United States,legitimate,legitimate,0.94,legitimate,98,false,v3.2
CALL-021210,CUST-007,2025-06-04,Fairway Financial,United States,legitimate,legitimate,0.88,legitimate,82,false,v3.1
CALL-021211,CUST-050,2025-09-13,Alder Telecom,Canada,legitimate,legitimate,0.94,legitimate,72,false,v3.2
CALL-021212,CUST-024,2025-06-04,Bluepeak Mobile,Ireland,robocall,legitimate,0.667,robocall,98,false,v3.1
CALL-021213,CUST-031,2025-01-25,Northstar Mobile,Australia,legitimate,legitimate,0.9,legitimate,136,false,v3.0
CALL-021214,CUST-002,2025-01-09,Alder Cloud,Canada,spam,legitimate,0.746,spam,126,false,v3.0
CALL-021215,CUST-032,2025-11-11,Bluepeak Mobile,United States,legitimate,legitimate,0.863,legitimate,71,false,v3.2
CALL-021216,CUST-033,2025-07-15,Alder Telecom,Ireland,fraud,fraud,0.946,fraud,154,true,v3.1
CALL-021217,CUST-100,2025-07-30,Northstar Mobile,United States,legitimate,legitimate,0.857,legitimate,85,false,v3.1
CALL-021218,CUST-046,2025-10-23,Northstar Mobile,Australia,legitimate,legitimate,0.867,legitimate,130,false,v3.2
CALL-021219,CUST-024,2025-04-07,Bluepeak Mobile,Ireland,legitimate,legitimate,0.956,legitimate,84,false,v3.0
CALL-021220,CUST-003,2025-11-12,Bluepeak Bank,Netherlands,legitimate,legitimate,0.964,legitimate,184,false,v3.2
CALL-021221,CUST-081,2025-09-09,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.933,legitimate,180,false,v3.2
CALL-021222,CUST-088,2025-10-28,Bluepeak Mobile,Australia,robocall,robocall,0.969,robocall,126,true,v3.2
CALL-021223,CUST-062,2025-02-26,Northstar Mobile,Canada,legitimate,legitimate,0.939,legitimate,102,false,v3.0
CALL-021224,CUST-020,2025-10-18,Summit Telecom,United States,legitimate,legitimate,0.939,legitimate,81,false,v3.2
CALL-021225,CUST-006,2025-11-16,Everfield Connect,Ireland,legitimate,legitimate,0.92,legitimate,141,false,v3.2
CALL-021226,CUST-001,2025-06-10,Northstar Mobile,United States,spam,spam,0.774,spam,84,true,v3.1
CALL-021227,CUST-015,2025-05-14,Nimbus Financial,France,spam,spam,0.919,spam,105,true,v3.1
CALL-021228,CUST-079,2025-11-16,multi-carrier,Canada,legitimate,legitimate,0.921,legitimate,95,false,v3.2
CALL-021229,CUST-024,2025-02-20,Bluepeak Mobile,Ireland,spam,spam,0.928,spam,99,true,v3.0
CALL-021230,CUST-004,2025-04-04,Cinder Telecom,Australia,legitimate,legitimate,0.983,legitimate,118,false,v3.0
CALL-021231,CUST-020,2025-04-20,Summit Telecom,United States,fraud,legitimate,0.682,fraud,73,false,v3.0
CALL-021232,CUST-023,2025-08-30,Northstar Mobile,Australia,spam,spam,0.772,spam,137,true,v3.1
CALL-021233,CUST-058,2025-03-27,Alder Telecom,Canada,legitimate,legitimate,0.815,legitimate,83,false,v3.0
CALL-021234,CUST-054,2025-07-03,Alder Telecom,Netherlands,legitimate,legitimate,0.964,legitimate,89,false,v3.1
CALL-021235,CUST-064,2025-02-16,multi-carrier,Australia,legitimate,legitimate,0.819,legitimate,125,false,v3.0
CALL-021236,CUST-046,2025-07-02,Northstar Mobile,Australia,robocall,robocall,0.858,robocall,106,true,v3.1
CALL-021237,CUST-007,2025-02-13,Fairway Financial,United States,legitimate,legitimate,0.971,legitimate,115,false,v3.0
CALL-021238,CUST-055,2025-11-07,Bluepeak Mobile,Australia,legitimate,legitimate,0.856,legitimate,103,false,v3.2
CALL-021239,CUST-021,2025-12-06,Northstar Mobile,Netherlands,legitimate,spam,0.565,legitimate,144,false,v3.2
CALL-021240,CUST-032,2025-11-23,Bluepeak Mobile,United States,legitimate,legitimate,0.854,legitimate,94,false,v3.2
CALL-021241,CUST-078,2025-11-01,Bluepeak Mobile,Ireland,legitimate,legitimate,0.849,legitimate,143,false,v3.2
CALL-021242,CUST-018,2025-12-29,Quartz Cloud,Germany,legitimate,legitimate,0.842,legitimate,210,false,v3.2
CALL-021243,CUST-019,2025-09-13,Redwood Bank,United States,spam,spam,0.98,spam,85,true,v3.2
CALL-021244,CUST-075,2025-03-23,multi-carrier,Spain,legitimate,legitimate,0.856,legitimate,116,false,v3.0
CALL-021245,CUST-075,2025-01-11,multi-carrier,Spain,legitimate,legitimate,0.818,legitimate,116,false,v3.0
CALL-021246,CUST-024,2025-09-20,Bluepeak Mobile,Ireland,legitimate,legitimate,0.884,legitimate,139,false,v3.2
CALL-021247,CUST-084,2025-07-14,Bluepeak Mobile,Germany,robocall,legitimate,0.538,robocall,94,false,v3.1
CALL-021248,CUST-032,2025-09-09,Bluepeak Mobile,United States,legitimate,robocall,0.738,legitimate,66,true,v3.2
CALL-021249,CUST-027,2025-05-28,Alder Telecom,Germany,robocall,robocall,0.919,robocall,77,true,v3.1
CALL-021250,CUST-093,2025-01-16,Alder Telecom,Netherlands,spam,legitimate,0.616,spam,112,false,v3.0
CALL-021251,CUST-003,2025-02-01,Bluepeak Bank,Netherlands,legitimate,legitimate,0.843,legitimate,116,false,v3.0
CALL-021252,CUST-066,2025-12-29,Northstar Mobile,Germany,legitimate,legitimate,0.959,legitimate,176,false,v3.2
CALL-021253,CUST-053,2025-10-23,Northstar Mobile,Australia,legitimate,legitimate,0.977,legitimate,120,false,v3.2
CALL-021254,CUST-010,2025-11-13,Ironwood Cloud,Canada,legitimate,legitimate,0.95,legitimate,77,false,v3.2
CALL-021255,CUST-021,2025-05-29,Northstar Mobile,Netherlands,legitimate,legitimate,0.803,legitimate,126,false,v3.1
CALL-021256,CUST-006,2025-01-30,Everfield Connect,Ireland,legitimate,legitimate,0.874,legitimate,97,false,v3.0
CALL-021257,CUST-007,2025-01-25,Fairway Financial,United States,robocall,robocall,0.782,robocall,109,true,v3.0
CALL-021258,CUST-047,2025-07-30,Bluepeak Mobile,United States,spam,fraud,0.856,spam,64,true,v3.1
CALL-021259,CUST-038,2025-07-24,multi-carrier,Canada,legitimate,legitimate,0.833,legitimate,108,false,v3.1
CALL-021260,CUST-083,2025-10-16,Alder Telecom,Canada,spam,spam,0.813,spam,78,true,v3.2
CALL-021261,CUST-027,2025-08-13,Alder Telecom,Germany,legitimate,legitimate,0.967,legitimate,162,false,v3.1
CALL-021262,CUST-084,2025-02-11,Bluepeak Mobile,Germany,legitimate,legitimate,0.818,legitimate,82,false,v3.0
CALL-021263,CUST-004,2025-03-04,Cinder Telecom,Australia,legitimate,legitimate,0.922,legitimate,102,false,v3.0
CALL-021264,CUST-025,2025-10-01,Northstar Mobile,United States,spam,spam,0.862,spam,90,true,v3.2
CALL-021265,CUST-069,2025-09-27,Northstar Mobile,Spain,spam,spam,0.853,spam,194,true,v3.2
CALL-021266,CUST-052,2025-01-01,Alder Telecom,Canada,legitimate,legitimate,0.974,legitimate,123,false,v3.0
CALL-021267,CUST-057,2025-04-14,Bluepeak Mobile,France,legitimate,legitimate,0.86,legitimate,116,false,v3.0
CALL-021268,CUST-088,2025-02-10,Bluepeak Mobile,Australia,robocall,robocall,0.862,robocall,142,true,v3.0
CALL-021269,CUST-051,2025-08-11,Bluepeak Mobile,Ireland,legitimate,legitimate,0.813,legitimate,163,false,v3.1
CALL-021270,CUST-040,2025-11-25,Bluepeak Mobile,Canada,legitimate,legitimate,0.886,legitimate,89,false,v3.2
CALL-021271,CUST-095,2025-01-26,Alder Telecom,Australia,spam,legitimate,0.744,spam,147,false,v3.0
CALL-021272,CUST-006,2025-08-28,Everfield Connect,Ireland,legitimate,legitimate,0.961,legitimate,156,false,v3.1
CALL-021273,CUST-028,2025-05-24,Northstar Mobile,United States,spam,legitimate,0.712,spam,62,false,v3.1
CALL-021274,CUST-027,2025-06-18,Alder Telecom,Germany,spam,spam,0.821,spam,121,true,v3.1
CALL-021275,CUST-042,2025-11-08,Bluepeak Mobile,Germany,spam,spam,0.899,spam,166,true,v3.2
CALL-021276,CUST-020,2025-02-12,Summit Telecom,United States,fraud,legitimate,0.703,fraud,59,false,v3.0
CALL-021277,CUST-023,2025-01-03,Northstar Mobile,Australia,legitimate,legitimate,0.977,legitimate,113,false,v3.0
CALL-021278,CUST-018,2025-04-21,Quartz Cloud,Germany,legitimate,legitimate,0.949,legitimate,122,false,v3.0
CALL-021279,CUST-052,2025-03-14,Alder Telecom,Canada,spam,spam,0.779,spam,109,true,v3.0
CALL-021280,CUST-057,2025-07-16,Bluepeak Mobile,France,spam,spam,0.8,spam,200,true,v3.1
CALL-021281,CUST-032,2025-02-08,Bluepeak Mobile,United States,legitimate,legitimate,0.917,legitimate,85,false,v3.0
CALL-021282,CUST-029,2025-01-14,multi-carrier,United States,fraud,fraud,0.829,fraud,74,true,v3.0
CALL-021283,CUST-001,2025-11-30,Northstar Mobile,United States,spam,spam,0.834,spam,94,true,v3.2
CALL-021284,CUST-076,2025-09-13,multi-carrier,Australia,robocall,fraud,0.908,robocall,112,true,v3.2
CALL-021285,CUST-082,2025-11-15,Bluepeak Mobile,United States,legitimate,legitimate,0.957,legitimate,84,false,v3.2
CALL-021286,CUST-056,2025-11-28,Northstar Mobile,Australia,fraud,spam,0.863,fraud,139,true,v3.2
CALL-021287,CUST-087,2025-08-10,Northstar Mobile,Ireland,legitimate,legitimate,0.956,legitimate,157,false,v3.1
CALL-021288,CUST-015,2025-01-17,Nimbus Financial,France,legitimate,legitimate,0.801,legitimate,85,false,v3.0
CALL-021289,CUST-028,2025-11-22,Northstar Mobile,United States,legitimate,legitimate,0.949,legitimate,85,false,v3.2
CALL-021290,CUST-016,2025-01-11,Oakline Mobile,United States,legitimate,legitimate,0.85,legitimate,88,false,v3.0
CALL-021291,CUST-036,2025-06-29,Northstar Mobile,Netherlands,legitimate,legitimate,0.905,legitimate,102,false,v3.1
CALL-021292,CUST-063,2025-12-04,Northstar Mobile,France,robocall,robocall,0.908,robocall,158,true,v3.2
CALL-021293,CUST-052,2025-02-10,Alder Telecom,Canada,spam,spam,0.778,spam,81,true,v3.0
CALL-021294,CUST-038,2025-08-19,multi-carrier,Canada,legitimate,legitimate,0.863,legitimate,71,false,v3.1
CALL-021295,CUST-010,2025-10-04,Ironwood Cloud,Canada,legitimate,legitimate,0.831,legitimate,88,false,v3.2
CALL-021296,CUST-095,2025-07-18,Alder Telecom,Australia,legitimate,legitimate,0.877,legitimate,145,false,v3.1
CALL-021297,CUST-080,2025-05-24,Alder Telecom,Canada,legitimate,legitimate,0.89,legitimate,91,false,v3.1
CALL-021298,CUST-041,2025-01-15,Alder Telecom,Australia,legitimate,legitimate,0.834,legitimate,122,false,v3.0
CALL-021299,CUST-070,2025-04-30,Northstar Mobile,Australia,robocall,spam,0.812,robocall,127,true,v3.0
CALL-021300,CUST-008,2025-06-17,Granite Mobile,United States,spam,spam,0.964,spam,64,true,v3.1
CALL-021301,CUST-048,2025-05-18,multi-carrier,France,legitimate,legitimate,0.974,legitimate,95,false,v3.1
CALL-021302,CUST-033,2025-04-10,Alder Telecom,Ireland,fraud,fraud,0.778,fraud,96,true,v3.0
CALL-021303,CUST-024,2025-12-03,Bluepeak Mobile,Ireland,robocall,spam,0.897,robocall,169,true,v3.2
CALL-021304,CUST-003,2025-07-31,Bluepeak Bank,Netherlands,spam,spam,0.904,spam,142,true,v3.1
CALL-021305,CUST-053,2025-07-03,Northstar Mobile,Australia,legitimate,legitimate,0.869,legitimate,128,false,v3.1
CALL-021306,CUST-085,2025-08-09,multi-carrier,Australia,legitimate,legitimate,0.823,legitimate,90,false,v3.1
CALL-021307,CUST-062,2025-03-22,Northstar Mobile,Canada,robocall,legitimate,0.699,robocall,79,false,v3.0
CALL-021308,CUST-080,2025-08-15,Alder Telecom,Canada,legitimate,legitimate,0.862,legitimate,123,false,v3.1
CALL-021309,CUST-030,2025-10-03,multi-carrier,Spain,robocall,robocall,0.867,robocall,186,true,v3.2
CALL-021310,CUST-050,2025-09-02,Alder Telecom,Canada,legitimate,legitimate,0.836,legitimate,80,false,v3.2
CALL-021311,CUST-033,2025-05-16,Alder Telecom,Ireland,legitimate,legitimate,0.824,legitimate,118,false,v3.1
CALL-021312,CUST-020,2025-12-11,Summit Telecom,United States,legitimate,legitimate,0.833,legitimate,66,false,v3.2
CALL-021313,CUST-077,2025-03-18,Alder Telecom,Australia,fraud,fraud,0.872,fraud,97,true,v3.0
CALL-021314,CUST-007,2025-10-17,Fairway Financial,United States,legitimate,legitimate,0.928,legitimate,101,false,v3.2
CALL-021315,CUST-088,2025-02-08,Bluepeak Mobile,Australia,legitimate,legitimate,0.96,legitimate,110,false,v3.0
CALL-021316,CUST-046,2025-09-10,Northstar Mobile,Australia,legitimate,robocall,0.746,legitimate,130,true,v3.2
CALL-021317,CUST-034,2025-03-21,Northstar Mobile,Canada,legitimate,legitimate,0.919,legitimate,106,false,v3.0
CALL-021318,CUST-058,2025-01-25,Alder Telecom,Canada,legitimate,legitimate,0.885,legitimate,79,false,v3.0
CALL-021319,CUST-006,2025-11-30,Everfield Connect,Ireland,legitimate,legitimate,0.949,legitimate,169,false,v3.2
CALL-021320,CUST-054,2025-08-31,Alder Telecom,Netherlands,spam,legitimate,0.738,spam,165,false,v3.1
CALL-021321,CUST-085,2025-06-30,multi-carrier,Australia,legitimate,legitimate,0.947,legitimate,133,false,v3.1
CALL-021322,CUST-053,2025-04-16,Northstar Mobile,Australia,legitimate,legitimate,0.846,legitimate,111,false,v3.0
CALL-021323,CUST-046,2025-09-22,Northstar Mobile,Australia,legitimate,legitimate,0.917,legitimate,104,false,v3.2
CALL-021324,CUST-034,2025-03-27,Northstar Mobile,Canada,legitimate,legitimate,0.956,legitimate,92,false,v3.0
CALL-021325,CUST-022,2025-06-07,Alder Telecom,Canada,legitimate,legitimate,0.965,legitimate,74,false,v3.1
CALL-021326,CUST-063,2025-06-22,Northstar Mobile,France,legitimate,legitimate,0.869,legitimate,106,false,v3.1
CALL-021327,CUST-012,2025-08-22,Keystone Telecom,France,spam,spam,0.877,spam,209,true,v3.1
CALL-021328,CUST-003,2025-11-22,Bluepeak Bank,Netherlands,legitimate,legitimate,0.895,legitimate,175,false,v3.2
CALL-021329,CUST-002,2025-01-07,Alder Cloud,Canada,spam,spam,0.814,spam,91,true,v3.0
CALL-021330,CUST-088,2025-07-17,Bluepeak Mobile,Australia,fraud,fraud,0.959,fraud,107,true,v3.1
CALL-021331,CUST-001,2025-08-03,Northstar Mobile,United States,legitimate,legitimate,0.817,legitimate,93,false,v3.1
CALL-021332,CUST-046,2025-12-16,Northstar Mobile,Australia,legitimate,legitimate,0.917,legitimate,116,false,v3.2
CALL-021333,CUST-031,2025-04-07,Northstar Mobile,Australia,legitimate,legitimate,0.858,legitimate,103,false,v3.0
CALL-021334,CUST-034,2025-08-14,Northstar Mobile,Canada,legitimate,legitimate,0.944,legitimate,122,false,v3.1
CALL-021335,CUST-091,2025-02-09,multi-carrier,Australia,legitimate,legitimate,0.984,legitimate,115,false,v3.0
CALL-021336,CUST-080,2025-09-26,Alder Telecom,Canada,legitimate,legitimate,0.844,legitimate,98,false,v3.2
CALL-021337,CUST-055,2025-12-08,Bluepeak Mobile,Australia,legitimate,fraud,0.703,legitimate,133,true,v3.2
CALL-021338,CUST-003,2025-06-12,Bluepeak Bank,Netherlands,legitimate,legitimate,0.967,legitimate,106,false,v3.1
CALL-021339,CUST-080,2025-01-25,Alder Telecom,Canada,legitimate,legitimate,0.941,legitimate,75,false,v3.0
CALL-021340,CUST-026,2025-03-21,Alder Telecom,Canada,legitimate,legitimate,0.852,legitimate,87,false,v3.0
CALL-021341,CUST-078,2025-09-25,Bluepeak Mobile,Ireland,legitimate,legitimate,0.918,legitimate,190,false,v3.2
CALL-021342,CUST-035,2025-03-11,multi-carrier,United States,legitimate,legitimate,0.822,legitimate,76,false,v3.0
CALL-021343,CUST-001,2025-02-23,Northstar Mobile,United States,legitimate,legitimate,0.861,legitimate,90,false,v3.0
CALL-021344,CUST-012,2025-05-15,Keystone Telecom,France,legitimate,legitimate,0.865,legitimate,117,false,v3.1
CALL-021345,CUST-038,2025-10-31,multi-carrier,Canada,robocall,spam,0.887,robocall,105,true,v3.2
CALL-021346,CUST-054,2025-01-20,Alder Telecom,Netherlands,legitimate,legitimate,0.969,legitimate,104,false,v3.0
CALL-021347,CUST-050,2025-11-30,Alder Telecom,Canada,spam,spam,0.878,spam,61,true,v3.2
CALL-021348,CUST-083,2025-09-21,Alder Telecom,Canada,spam,spam,0.848,spam,85,true,v3.2
CALL-021349,CUST-067,2025-11-17,Northstar Mobile,Australia,legitimate,legitimate,0.979,legitimate,140,false,v3.2
